    26.800  1005.300    63.000    13.91834
    26.400  1005.200    65.000    14.02317
    26.300  1004.800    66.000    14.15983
    26.200  1004.900    67.000    14.28728
    26.200  1004.900    66.000    14.07404
    25.900  1005.300    67.000    14.02740
    25.900  1005.700    68.000    14.23103
    26.800  1005.700    58.000    12.80855
    27.700  1005.500    54.000    12.58217
    28.500  1005.500    48.000    11.72492
    29.400  1005.300    45.000    11.59068
    30.100  1004.800    40.000    10.73802
    30.400  1004.400    37.000    10.11168
    31.100  1003.800    36.000    10.25230
    30.100  1003.500    40.000    10.75216
    29.900  1003.100    48.000    12.75822
    29.500  1002.900    48.000    12.46616
    28.900  1003.000    52.000    13.03714
    28.100  1003.300    56.000    13.39005
    27.200  1003.800    59.000    13.36860
    26.800  1004.400    61.000    13.48873
    26.600  1004.700    62.000    13.54335
    26.200  1004.800    63.000    13.43566
    26.100  1004.800    64.000    13.56754
    26.200  1005.000    62.000    13.21973
    26.000  1005.100    63.000    13.27184
    25.700  1005.100    64.000    13.24227
    25.800  1005.100    63.000    13.11377
    25.600  1005.300    64.000    13.16039
    25.600  1005.400    65.000    13.36467
    25.400  1005.900    65.000    13.19842
    25.900  1006.000    64.000    13.38986
    26.700  1006.000    59.000    12.94809
    27.800  1005.900    54.000    12.65173
    28.300  1005.600    50.000    12.06920
    28.700  1005.100    50.000    12.36300
    28.600  1005.100    50.000    12.29051
    29.000  1004.700    50.000    12.58784
    29.300  1004.400    50.000    12.81502
    29.500  1004.300    50.000    12.96719
    29.200  1004.000    51.000    13.00024
    28.500  1003.800    53.000    12.96852
    28.100  1004.400    56.000    13.37517
    27.400  1004.800    59.000    13.51456
    27.100  1005.500    61.000    13.71637
    26.900  1006.300    63.000    13.98733
    26.700  1006.400    63.000    13.82036
    26.700  1006.400    63.000    13.82036
    26.400  1006.400    63.000    13.57527
    26.200  1006.500    64.000    13.62558
    25.900  1006.600    66.000    13.79996
    25.800  1006.700    66.000    13.71613
    25.600  1007.000    67.000    13.75373
    25.500  1007.400    67.000    13.66589
    25.500  1007.600    67.000    13.66315
    25.700  1008.100    64.000    13.20237
    26.700  1008.100    61.000    13.35875
    27.500  1008.200    54.000    12.40026
    28.400  1008.300    50.000    12.10754
    29.000  1007.700    47.000    11.79680
    29.400  1007.300    46.000    11.82436
    29.800  1007.000    46.000    12.10767
    29.700  1006.500    46.000    12.04327
    29.700  1006.200    46.000    12.04692
    29.700  1006.300    50.000    13.09315
    29.100  1006.300    52.000    13.14710
    28.600  1006.600    54.000    13.25367
    27.500  1007.000    58.000    13.33489
    27.000  1007.500    61.000    13.60764
    26.900  1008.000    59.000    13.07686
    26.600  1008.100    62.000    13.49706
    26.400  1008.100    62.000    13.33697
    26.200  1007.900    63.000    13.39381
    25.800  1008.000    66.000    13.69821
    25.900  1008.000    66.000    13.78055
    25.700  1008.500    66.000    13.60948
    25.600  1008.700    68.000    13.93520
    25.500  1009.100    68.000    13.84621
    25.600  1009.200    67.000    13.72338
    26.200  1009.400    62.000    13.16137
    27.300  1009.500    55.000    12.46470
    28.000  1009.800    48.000    11.33512
    28.500  1009.400    48.000    11.67895
    29.400  1009.100    47.000    12.05953
    30.100  1008.800    45.000    12.03160
    30.500  1008.300    45.000    12.32103
    30.500  1007.700    46.000    12.60246
    31.100  1007.500    48.000    13.61866
    30.800  1007.100    51.000    14.22630
    30.200  1007.100    52.000    14.00836
    29.800  1007.700    54.000    14.20332
    29.100  1007.900    57.000    14.38802
    28.700  1008.800    61.000    15.02671
    28.200  1009.300    62.000    14.82249
    27.600  1009.500    70.000    16.14880
    26.100  1009.500    74.000    15.61350
    23.800  1009.800    78.000    14.32187
