0,28.3
1,27.8
2,26.7
3,27.2
4,26.7
5,27.1
6,27.6
7,28.7
8,29.5
9,31.2
10,32.7
11,33
12,34.1
13,33.8
14,33.6
15,33.8
16,33
17,32
18,30.8
19,29.6
20,28.7
21,28.7
22,28.3
23,28.2
24,28
